nome,preco,oferta,gramagem,categoria,data_ini,data_fim,source,date,supermarket,tablode_link,supermarket_latitude,supermarket_longitude
Sabonete Carrefour My Baby,2.89,,90g,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Sabonete líquido Carrefour My Baby,5.99,,200ml,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Lenço umedecido Carrefour My Baby,19.99,Leve 4 Pague 3,48 unidades,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Escova dental infantil Oral-B Mickey,19.9,,4 unidades,Higiene Bucal,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Creme ou gel dentais Oral-B Kids,8.29,50% de desconto na 2ª unidade,50g,Higiene Bucal,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Kit shampoo + condicionador Trá Lá Lá Kids,19.9,,480ml,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Curativos Band-Aid,,20% de desconto,10/40 unidades,Primeiros Socorros,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Linha Pampers O Boticário,,20% de desconto,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Shampoos, condicionadores e creme para pentear Seda Juntinhos",,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Linha de sabonetes líquidos, shampoos e condicionadores Dove Baby",,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,13ea1a4e5df543412bfa570b7db7fddc7098d22c-0004.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Gel dental Colgate Tandy,8.99,Leve 3 Pague 2,50g,Higiene bucal infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Escova dental Colgate Tandy,10.99,20% de desconto,2 unidades,Higiene bucal infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Sabonetes em barra ou líquidos Palmolive Kids,,Leve 3 Pague 2,,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Linha Protex Baby,,Leve 3 Pague 2,,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cremes para assaduras Hipoglós,,30% de desconto,,Cuidados com a pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Shampoo ou condicionador Palmolive Kids,,50% de desconto na 2ª unidade,,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Loção Johnson's Baby Antimosquito,70.29,30% de desconto,200ml,Cuidados com a pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Loção hidratante Johnson's Baby,35.19,30% de desconto,200ml,Cuidados com a pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Óleo Johnson's Baby,53.19,30% de desconto,200ml,Cuidados com a pele,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Refis de sabonetes líquidos Johnson's,,20% de desconto,,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Condicionadores Johnson's,,20% de desconto,200ml/400ml,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Lenço umedecido Johnson's,11.99,,44 unidades,Higiene infantil,13/09/2024,26/09/2024,4243259276e09e3711a39f70b57f1193b216de2a-0005.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Composto lácteo Ninho Fases Nestlé 1+,42.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Composto lácteo Ninho Fases Nestlé 3+,42.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Composto lácteo Nestonutri Nestlé,42.99,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Fórmula infantil Nanlac Confor Nestlé,55.35,True,800g,Fórmula infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Composto lácteo Neslac Confor Nestlé,49.9,True,800g,Leite em pó,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Mingau Maizena Sabores,5.65,True,180g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Mingau Cremogema Maizena Tradicional,9.99,True,380g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Mingau Cremogema Maizena Tradicional,12.85,True,550g,Mingau,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cereal Mucilon Nestlé Sabores,6.69,True,180g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cereal Mucilon Nestlé Sabores,13.4,True,400g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cereal Mucilon Nestlé Multicereais/Arroz e aveia,19.6,True,600g,Cereal infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Biscoito Infantil Mucilon Nestlé Sabores,2.99,True,35g,Biscoito infantil,13/09/2024,26/09/2024,9370280fe57d65ae79a4bb9f6ab7b727485fc68c-0006.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Lava-roupas em pó Casa KM Roupas delicadas, Coco",20.69,True,400g,Produtos de Limpeza,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Lava-roupas líquido Ola Fragrâncias,11.39,True,500ml,Produtos de Limpeza,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Lava-roupas líquido Ola Tipos,20.6,True,1 litro,Produtos de Limpeza,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Amaciante Soft Plus Bebê Fragrâncias,6.69,True,500ml,Produtos de Limpeza,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Loção repelente Off! Baby,29.79,True,117g,Cuidados com o Bebê,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Caixa organizadora Agraplast,16.19,True,6 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Caixa organizadora Stylo Agraplast Cristal,29.99,True,20 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Caixa organizadora Stylo Agraplast,44.99,True,30 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Cesta organizadora Lilly Carrefour, Sortida",14.99,True,4 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Cesta organizadora Lilly Carrefour, Sortida",29.99,True,13 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Cesta organizadora Lilly Carrefour, Sortida",34.99,True,22 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Caixa organizadora Gran Plastil, Cristal",24.99,True,"5,2 litros",Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Caixa organizadora Gran Plastil, Cristal",34.99,True,"8,5 litros",Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
"Caixa organizadora Gran Plastil, Cristal",44.99,True,"19,8 litros",Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Caixa organizadora Gran Plastil Cristal,53.99,True,29 litros,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Conjunto de cabides infantis Carrefour,9.99,True,10 unidades,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Conjunto de cabides infantis de madeira Carrefour,10.99,True,3 unidades,Organização,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Colchão Physical Baby Ortobom,159.9,True,60x130x10cm,Móveis para Bebê,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Colchão Physical Baby Ortobom,179.9,True,70x130x10cm,Móveis para Bebê,13/09/2024,26/09/2024,68094e853ef232f56ba5bdff213161dd0135bcfa-0007.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Body básico manga longa ou curta Licenciado,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Body fantasia Licenciado ou Tex,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Macacão longo Licenciado ou Tex,45.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Body básico manga longa ou curta Tex,19.99,A partir de,,Roupas de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Todas as mantas,,20% desconto,,Acessórios de bebê,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Tapete interativo Ibimboo,129.99,,,Brinquedos,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Assento redutor Styll,10.99,,,Acessórios de banheiro,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Assento para auto booster Multikids,99.99,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cadeira para auto Trio,299.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cadeira para auto Kalle,389.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cadeira para auto Trio Personagens Mickey/Minnie,369.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Cadeira para auto Kalle Disney Personagens Mickey/Minnie,459.0,,,Cadeiras de auto,13/09/2024,26/09/2024,1332e30ce324f846caad3f2a03289760072b7cef-0008.jpeg,2024_09_21,Carrefour Hiper Águas Claras,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAC/152147,-15.832025265181366,-48.03981526477196
Shampoos Johnson's ou Sabonete Líquido da Cabeça aos Pés,,20% de desconto,400ml,Higiene Infantil,13/09/2024,26/09/2024,32716ea7c07b111e6400b5d36fe144250fd97d52-0001.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Lenço umedecido Piquitucho,19.9,,4 pacotes,Higiene Infantil,13/09/2024,26/09/2024,32716ea7c07b111e6400b5d36fe144250fd97d52-0001.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Piquitucho Mega,21.9,,34 unidades,Fraldas,13/09/2024,26/09/2024,32716ea7c07b111e6400b5d36fe144250fd97d52-0001.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Babysec Ultra Mega,53.49,"Leve 3, Pague 2",,Fraldas,13/09/2024,26/09/2024,32716ea7c07b111e6400b5d36fe144250fd97d52-0001.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Lava-roupas líquido Omo Roupas finas & delicadas,18.9,,900ml,Limpeza,13/09/2024,26/09/2024,32716ea7c07b111e6400b5d36fe144250fd97d52-0001.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Turma da Mônica Baby Giga,99.9,"Leve 3 pague 2, cada uma sai por 66,60",,Fraldas,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Babysec Shortinho,,50% de desconto na 2ª unidade,,Fraldas,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Lenço umedecido Pampers Aloe vera/Splash,39.39,Leve 4 Pague 3,,Higiene Infantil,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Linha de higiene infantil Pom Pom,,25% de desconto,,Higiene Infantil,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Pampers Pants,113.9,20% de desconto,,Fraldas,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Pampers Supersec Jumbo,148.9,20% de desconto,,Fraldas,13/09/2024,26/09/2024,753d6395f62f81ec7c7826e1ac9a25b13e61d8d0-0002.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda shorts Piquitucho,20.9,,,Fraldas,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Shampoo Baruel,,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Sabonete líquido Baruel,,50% de desconto na 2ª unidade,,Higiene,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
Fralda Personal Baby Pants Premium Hiper,107.39,30% de desconto,,Fraldas,13/09/2024,26/09/2024,51021faed62c3b65e772d6d52586f36dc07e2afa-0003.jpeg,2024_09_21,Carrefour Hiper Asa Norte,https://www.carrefour.com.br/folheto-digital/mundo-beb%C3%AA/BAN/152147,-15.727494686911918,-47.88489423053847
